m,TagName,
"2012-10-01 00:00:00","r","1267"
"2012-10-01 00:00:00","ruby","2255"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3188"
"2012-11-01 00:00:00","c#","12232"
"2012-11-01 00:00:00","c++","6267"
"2012-11-01 00:00:00","delphi","442"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13593"
"2012-11-01 00:00:00","javascript","12324"
"2012-11-01 00:00:00","perl","637"
"2012-11-01 00:00:00","php","11736"
"2012-11-01 00:00:00","python","6392"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2129"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2560"
"2012-12-01 00:00:00","c#","10946"
"2012-12-01 00:00:00","c++","5681"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12407"
"2012-12-01 00:00:00","javascript","11733"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","11020"
"2012-12-01 00:00:00","python","5746"
"2012-12-01 00:00:00","r","1214"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","295"
"2013-01-01 00:00:00","c","2904"
"2013-01-01 00:00:00","c#","12746"
"2013-01-01 00:00:00","c++","6034"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13693"
"2013-01-01 00:00:00","javascript","13775"
"2013-01-01 00:00:00","perl","660"
"2013-01-01 00:00:00","php","12832"
"2013-01-01 00:00:00","python","6562"
"2013-01-01 00:00:00","r","1507"
"2013-01-01 00:00:00","ruby","2305"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3090"
"2013-02-01 00:00:00","c#","12472"
"2013-02-01 00:00:00","c++","6058"
"2013-02-01 00:00:00","delphi","447"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13671"
"2013-02-01 00:00:00","javascript","13611"
"2013-02-01 00:00:00","perl","746"
"2013-02-01 00:00:00","php","12502"
"2013-02-01 00:00:00","python","6728"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2213"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3437"
"2013-03-01 00:00:00","c#","14222"
"2013-03-01 00:00:00","c++","7174"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15876"
"2013-03-01 00:00:00","javascript","15261"
"2013-03-01 00:00:00","perl","851"
"2013-03-01 00:00:00","php","14057"
"2013-03-01 00:00:00","python","7609"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2558"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","c","3524"
"2013-04-01 00:00:00","c#","13863"
"2013-04-01 00:00:00","c++","7108"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16185"
"2013-04-01 00:00:00","javascript","15289"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13353"
"2013-04-01 00:00:00","python","7915"
"2013-04-01 00:00:00","r","1835"
"2013-04-01 00:00:00","ruby","2459"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c","3188"
"2013-05-01 00:00:00","c#","13433"
"2013-05-01 00:00:00","c++","6817"
"2013-05-01 00:00:00","delphi","534"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15232"
"2013-05-01 00:00:00","javascript","15019"
"2013-05-01 00:00:00","perl","902"
"2013-05-01 00:00:00","php","13030"
"2013-05-01 00:00:00","python","7791"
"2013-05-01 00:00:00","r","1778"
"2013-05-01 00:00:00","ruby","2337"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","293"
"2013-06-01 00:00:00","c","2931"
"2013-06-01 00:00:00","c#","12754"
"2013-06-01 00:00:00","c++","6181"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13887"
"2013-06-01 00:00:00","javascript","14571"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","php","12654"
"2013-06-01 00:00:00","python","7586"
"2013-06-01 00:00:00","r","1774"
"2013-06-01 00:00:00","ruby","2220"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","c","3006"
"2013-07-01 00:00:00","c#","14137"
"2013-07-01 00:00:00","c++","6570"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15139"
"2013-07-01 00:00:00","javascript","16770"
"2013-07-01 00:00:00","perl","952"
"2013-07-01 00:00:00","php","14241"
"2013-07-01 00:00:00","python","8595"
"2013-07-01 00:00:00","r","1963"
"2013-07-01 00:00:00","ruby","2437"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","211"
"2013-08-01 00:00:00","c","3003"
"2013-08-01 00:00:00","c#","13816"
"2013-08-01 00:00:00","c++","6239"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15011"
"2013-08-01 00:00:00","javascript","16797"
"2013-08-01 00:00:00","perl","834"
"2013-08-01 00:00:00","php","14239"
"2013-08-01 00:00:00","python","7935"
"2013-08-01 00:00:00","r","1915"
"2013-08-01 00:00:00","ruby","2477"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3383"
"2013-09-01 00:00:00","c#","13726"
"2013-09-01 00:00:00","c++","6535"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16213"
"2013-09-01 00:00:00","javascript","17646"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14185"
"2013-09-01 00:00:00","python","7945"
"2013-09-01 00:00:00","r","1709"
"2013-09-01 00:00:00","ruby","2386"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","377"
"2013-10-01 00:00:00","c","4230"
"2013-10-01 00:00:00","c#","15157"
"2013-10-01 00:00:00","c++","7952"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18656"
"2013-10-01 00:00:00","javascript","19661"
"2013-10-01 00:00:00","perl","814"
"2013-10-01 00:00:00","php","15253"
"2013-10-01 00:00:00","python","9467"
"2013-10-01 00:00:00","r","2086"
"2013-10-01 00:00:00","ruby","2787"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4276"
"2013-11-01 00:00:00","c#","14542"
"2013-11-01 00:00:00","c++","8105"
"2013-11-01 00:00:00","delphi","460"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18688"
"2013-11-01 00:00:00","javascript","18425"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14798"
"2013-11-01 00:00:00","python","9471"
"2013-11-01 00:00:00","r","2185"
"2013-11-01 00:00:00","ruby","2573"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3494"
"2013-12-01 00:00:00","c#","13588"
"2013-12-01 00:00:00","c++","6988"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17402"
"2013-12-01 00:00:00","javascript","17961"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14365"
"2013-12-01 00:00:00","python","8437"
"2013-12-01 00:00:00","r","1905"
"2013-12-01 00:00:00","ruby","2441"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c","3725"
"2014-01-01 00:00:00","c#","15298"
"2014-01-01 00:00:00","c++","7676"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18614"
"2014-01-01 00:00:00","javascript","21066"
"2014-01-01 00:00:00","perl","809"
"2014-01-01 00:00:00","php","16722"
"2014-01-01 00:00:00","python","9819"
"2014-01-01 00:00:00","r","2345"
"2014-01-01 00:00:00","ruby","2756"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3966"
"2014-02-01 00:00:00","c#","15078"
"2014-02-01 00:00:00","c++","7653"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19179"
"2014-02-01 00:00:00","javascript","21085"
"2014-02-01 00:00:00","perl","790"
"2014-02-01 00:00:00","php","16450"
"2014-02-01 00:00:00","python","9877"
"2014-02-01 00:00:00","r","2617"
"2014-02-01 00:00:00","ruby","2596"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","451"
"2014-03-01 00:00:00","c","4548"
"2014-03-01 00:00:00","c#","16118"
"2014-03-01 00:00:00","c++","8650"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21890"
"2014-03-01 00:00:00","javascript","22567"
"2014-03-01 00:00:00","perl","907"
"2014-03-01 00:00:00","php","18224"
"2014-03-01 00:00:00","python","11399"
"2014-03-01 00:00:00","r","2798"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","363"
"2014-04-01 00:00:00","c","3998"
"2014-04-01 00:00:00","c#","15250"
"2014-04-01 00:00:00","c++","8105"
"2014-04-01 00:00:00","delphi","390"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20766"
"2014-04-01 00:00:00","javascript","21332"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17557"
"2014-04-01 00:00:00","python","10723"
"2014-04-01 00:00:00","r","2729"
"2014-04-01 00:00:00","ruby","2741"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","c","3251"
"2014-05-01 00:00:00","c#","13836"
"2014-05-01 00:00:00","c++","6764"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17873"
"2014-05-01 00:00:00","javascript","19684"
"2014-05-01 00:00:00","perl","794"
"2014-05-01 00:00:00","php","14656"
"2014-05-01 00:00:00","python","9214"
"2014-05-01 00:00:00","r","2577"
"2014-05-01 00:00:00","ruby","2671"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","267"
"2014-06-01 00:00:00","c","2762"
"2014-06-01 00:00:00","c#","12433"
"2014-06-01 00:00:00","c++","5644"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15840"
"2014-06-01 00:00:00","javascript","18210"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12910"
"2014-06-01 00:00:00","python","8888"
"2014-06-01 00:00:00","r","2396"
"2014-06-01 00:00:00","ruby","2329"
"2014-06-01 00:00:00","swift","2388"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2821"
"2014-07-01 00:00:00","c#","13635"
"2014-07-01 00:00:00","c++","6256"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17302"
"2014-07-01 00:00:00","javascript","20044"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14197"
"2014-07-01 00:00:00","python","9898"
"2014-07-01 00:00:00","r","2631"
"2014-07-01 00:00:00","ruby","2551"
"2014-07-01 00:00:00","swift","1633"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2669"
"2014-08-01 00:00:00","c#","12451"
"2014-08-01 00:00:00","c++","5863"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15682"
"2014-08-01 00:00:00","javascript","18377"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13125"
"2014-08-01 00:00:00","python","9099"
"2014-08-01 00:00:00","r","2468"
"2014-08-01 00:00:00","ruby","2458"
"2014-08-01 00:00:00","swift","1690"
"2014-09-01 00:00:00","assembly","280"
"2014-09-01 00:00:00","c","3224"
"2014-09-01 00:00:00","c#","12291"
"2014-09-01 00:00:00","c++","6166"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16630"
"2014-09-01 00:00:00","javascript","18052"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13291"
"2014-09-01 00:00:00","python","8759"
"2014-09-01 00:00:00","r","2357"
"2014-09-01 00:00:00","ruby","2266"
"2014-09-01 00:00:00","swift","1895"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3795"
"2014-10-01 00:00:00","c#","12521"
"2014-10-01 00:00:00","c++","6818"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17834"
"2014-10-01 00:00:00","javascript","18845"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13523"
"2014-10-01 00:00:00","python","9560"
"2014-10-01 00:00:00","r","2765"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2460"
"2014-11-01 00:00:00","assembly","386"
"2014-11-01 00:00:00","c","3655"
"2014-11-01 00:00:00","c#","11838"
"2014-11-01 00:00:00","c++","6539"
"2014-11-01 00:00:00","delphi","425"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17780"
"2014-11-01 00:00:00","javascript","17918"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12970"
"2014-11-01 00:00:00","python","9557"
"2014-11-01 00:00:00","r","2700"
"2014-11-01 00:00:00","ruby","2107"
"2014-11-01 00:00:00","swift","2553"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c","3149"
"2014-12-01 00:00:00","c#","11055"
"2014-12-01 00:00:00","c++","6069"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16317"
"2014-12-01 00:00:00","javascript","16925"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12282"
"2014-12-01 00:00:00","python","9024"
"2014-12-01 00:00:00","r","2356"
"2014-12-01 00:00:00","ruby","2143"
"2014-12-01 00:00:00","swift","2481"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3205"
"2015-01-01 00:00:00","c#","11716"
"2015-01-01 00:00:00","c++","6123"
"2015-01-01 00:00:00","delphi","379"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16506"
"2015-01-01 00:00:00","javascript","18485"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13562"
"2015-01-01 00:00:00","python","9666"
"2015-01-01 00:00:00","r","2681"
"2015-01-01 00:00:00","ruby","2421"
"2015-01-01 00:00:00","swift","3045"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3361"
"2015-02-01 00:00:00","c#","11769"
"2015-02-01 00:00:00","c++","6464"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16713"
"2015-02-01 00:00:00","javascript","18610"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13467"
"2015-02-01 00:00:00","python","10186"
"2015-02-01 00:00:00","r","2964"
"2015-02-01 00:00:00","ruby","2257"
"2015-02-01 00:00:00","swift","3231"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3915"
"2015-03-01 00:00:00","c#","13251"
"2015-03-01 00:00:00","c++","7380"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19721"
"2015-03-01 00:00:00","javascript","20491"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14874"
"2015-03-01 00:00:00","python","11584"
"2015-03-01 00:00:00","r","3558"
"2015-03-01 00:00:00","ruby","2458"
"2015-03-01 00:00:00","swift","3587"
"2015-04-01 00:00:00","assembly","439"
"2015-04-01 00:00:00","c","3947"
"2015-04-01 00:00:00","c#","13071"
"2015-04-01 00:00:00","c++","7139"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","388"
"2015-04-01 00:00:00","java","19772"
"2015-04-01 00:00:00","javascript","20887"
"2015-04-01 00:00:00","perl","575"
"2015-04-01 00:00:00","php","14935"
"2015-04-01 00:00:00","python","11430"
"2015-04-01 00:00:00","r","3324"
"2015-04-01 00:00:00","ruby","2501"
"2015-04-01 00:00:00","swift","4010"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3519"
"2015-05-01 00:00:00","c#","13350"
"2015-05-01 00:00:00","c++","6810"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18515"
"2015-05-01 00:00:00","javascript","22126"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14555"
"2015-05-01 00:00:00","python","11205"
"2015-05-01 00:00:00","r","3420"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3792"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c","3165"
"2015-06-01 00:00:00","c#","13529"
"2015-06-01 00:00:00","c++","6518"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17841"
"2015-06-01 00:00:00","javascript","22607"
"2015-06-01 00:00:00","perl","570"
"2015-06-01 00:00:00","php","14347"
"2015-06-01 00:00:00","python","11802"
"2015-06-01 00:00:00","r","3430"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4322"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2813"
"2015-07-01 00:00:00","c#","14107"
"2015-07-01 00:00:00","c++","6700"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","java","18679"
"2015-07-01 00:00:00","javascript","23958"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15357"
"2015-07-01 00:00:00","python","12311"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2584"
"2015-07-01 00:00:00","swift","5144"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2571"
"2015-08-01 00:00:00","c#","13223"
"2015-08-01 00:00:00","c++","5869"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","447"
"2015-08-01 00:00:00","java","17081"
"2015-08-01 00:00:00","javascript","22151"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14228"
"2015-08-01 00:00:00","python","11220"
"2015-08-01 00:00:00","r","3493"
"2015-08-01 00:00:00","ruby","2313"
"2015-08-01 00:00:00","swift","5083"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3082"
"2015-09-01 00:00:00","c#","12913"
"2015-09-01 00:00:00","c++","5909"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","421"
"2015-09-01 00:00:00","java","16933"
"2015-09-01 00:00:00","javascript","21393"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13495"
"2015-09-01 00:00:00","python","10963"
"2015-09-01 00:00:00","r","3329"
"2015-09-01 00:00:00","ruby","2157"
"2015-09-01 00:00:00","swift","4547"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3677"
"2015-10-01 00:00:00","c#","12789"
"2015-10-01 00:00:00","c++","7047"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","427"
"2015-10-01 00:00:00","java","18537"
"2015-10-01 00:00:00","javascript","21813"
"2015-10-01 00:00:00","perl","497"
"2015-10-01 00:00:00","php","13895"
"2015-10-01 00:00:00","python","12475"
"2015-10-01 00:00:00","r","3679"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","swift","4292"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3610"
"2015-11-01 00:00:00","c#","12373"
"2015-11-01 00:00:00","c++","7082"
"2015-11-01 00:00:00","delphi","389"
"2015-11-01 00:00:00","go","433"
"2015-11-01 00:00:00","java","17762"
"2015-11-01 00:00:00","javascript","21258"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13308"
"2015-11-01 00:00:00","python","12286"
"2015-11-01 00:00:00","r","3538"
"2015-11-01 00:00:00","ruby","1956"
"2015-11-01 00:00:00","swift","4318"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3084"
"2015-12-01 00:00:00","c#","12130"
"2015-12-01 00:00:00","c++","6558"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","419"
"2015-12-01 00:00:00","java","16537"
"2015-12-01 00:00:00","javascript","21070"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13717"
"2015-12-01 00:00:00","python","11648"
"2015-12-01 00:00:00","r","3179"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","swift","4370"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3043"
"2016-01-01 00:00:00","c#","12353"
"2016-01-01 00:00:00","c++","6094"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16611"
"2016-01-01 00:00:00","javascript","22499"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14555"
"2016-01-01 00:00:00","python","12345"
"2016-01-01 00:00:00","r","3536"
"2016-01-01 00:00:00","ruby","2143"
"2016-01-01 00:00:00","swift","4782"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c","3274"
"2016-02-01 00:00:00","c#","12723"
"2016-02-01 00:00:00","c++","6551"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17836"
"2016-02-01 00:00:00","javascript","22465"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14892"
"2016-02-01 00:00:00","python","13239"
"2016-02-01 00:00:00","r","3587"
"2016-02-01 00:00:00","ruby","2248"
"2016-02-01 00:00:00","swift","4748"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3442"
"2016-03-01 00:00:00","c#","13598"
"2016-03-01 00:00:00","c++","7017"
"2016-03-01 00:00:00","delphi","339"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19888"
"2016-03-01 00:00:00","javascript","24079"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15100"
"2016-03-01 00:00:00","python","14053"
"2016-03-01 00:00:00","r","4041"
"2016-03-01 00:00:00","ruby","2257"
"2016-03-01 00:00:00","swift","5071"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3350"
"2016-04-01 00:00:00","c#","13707"
"2016-04-01 00:00:00","c++","6888"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19464"
"2016-04-01 00:00:00","javascript","23437"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14442"
"2016-04-01 00:00:00","python","13639"
"2016-04-01 00:00:00","r","4125"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","swift","4747"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2719"
"2016-05-01 00:00:00","c#","13484"
"2016-05-01 00:00:00","c++","6124"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17006"
"2016-05-01 00:00:00","javascript","22976"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","php","14407"
"2016-05-01 00:00:00","python","13095"
"2016-05-01 00:00:00","r","3798"
"2016-05-01 00:00:00","ruby","2131"
"2016-05-01 00:00:00","swift","4409"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2299"
"2016-06-01 00:00:00","c#","13046"
"2016-06-01 00:00:00","c++","5711"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15900"
"2016-06-01 00:00:00","javascript","22131"
"2016-06-01 00:00:00","perl","435"
"2016-06-01 00:00:00","php","13588"
"2016-06-01 00:00:00","python","12904"
"2016-06-01 00:00:00","r","3862"
"2016-06-01 00:00:00","ruby","2107"
"2016-06-01 00:00:00","swift","4791"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2345"
"2016-07-01 00:00:00","c#","11992"
"2016-07-01 00:00:00","c++","5462"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14922"
"2016-07-01 00:00:00","javascript","22194"
"2016-07-01 00:00:00","perl","414"
"2016-07-01 00:00:00","php","12886"
"2016-07-01 00:00:00","python","12818"
"2016-07-01 00:00:00","r","3745"
"2016-07-01 00:00:00","ruby","1900"
"2016-07-01 00:00:00","swift","4929"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2213"
"2016-08-01 00:00:00","c#","12710"
"2016-08-01 00:00:00","c++","5014"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","572"
"2016-08-01 00:00:00","java","15167"
"2016-08-01 00:00:00","javascript","22654"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12853"
"2016-08-01 00:00:00","python","12903"
"2016-08-01 00:00:00","r","3783"
"2016-08-01 00:00:00","ruby","1876"
"2016-08-01 00:00:00","swift","4899"
"2016-09-01 00:00:00","assembly","336"
"2016-09-01 00:00:00","c","2510"
"2016-09-01 00:00:00","c#","11096"
"2016-09-01 00:00:00","c++","5135"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","511"
"2016-09-01 00:00:00","java","14656"
"2016-09-01 00:00:00","javascript","20432"
"2016-09-01 00:00:00","perl","462"
"2016-09-01 00:00:00","php","12113"
"2016-09-01 00:00:00","python","12329"
"2016-09-01 00:00:00","r","3301"
"2016-09-01 00:00:00","ruby","1924"
"2016-09-01 00:00:00","swift","4853"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3205"
"2016-10-01 00:00:00","c#","11442"
"2016-10-01 00:00:00","c++","5965"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","532"
"2016-10-01 00:00:00","java","15309"
"2016-10-01 00:00:00","javascript","20430"
"2016-10-01 00:00:00","perl","403"
"2016-10-01 00:00:00","php","12241"
"2016-10-01 00:00:00","python","13497"
"2016-10-01 00:00:00","r","3786"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","swift","4727"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3260"
"2016-11-01 00:00:00","c#","11643"
"2016-11-01 00:00:00","c++","6070"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
